Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes,comma
17,Thu,2023-02-02,21:00,Real Madrid,2.3,2–0,0.2,Valencia,51,926,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
20,Fri,2023-02-03,21:00,Athletic Club,1.7,4–1,1.6,Cádiz,42,916,San Mamés,Valentín Pizarro,Match Report,
20,Sat,2023-02-04,14:00,Espanyol,1.4,1–1,0.9,Osasuna,22,438,RCDE Stadium,Jesús Gil,Match Report,
20,Sat,2023-02-04,16:15,Elche,3.0,3–1,1.4,Villarreal,18,421,Estadio Manuel Martínez Valero,José Luis Munuera,Match Report,
20,Sat,2023-02-04,18:30,Atlético Madrid,0.7,1–1,1.2,Getafe,56,079,Estadio Cívitas Metropolitano,Antonio Matéu,Match Report,
20,Sat,2023-02-04,21:00,Betis,3.4,3–4,1.9,Celta Vigo,46,595,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
20,Sun,2023-02-05,14:00,Mallorca,0.2,1–0,1.7,Real Madrid,18,258,Iberostar Estadi,Alejandro Hernández,Match Report,
20,Sun,2023-02-05,16:15,Girona,2.3,1–0,1.0,Valencia,10,732,Estadi Municipal de Montilivi,Javier Villanueva,Match Report,
20,Sun,2023-02-05,18:30,Real Sociedad,1.2,0–1,0.7,Valladolid,32,214,Reale Arena,Pablo González,Match Report,
20,Sun,2023-02-05,21:00,Barcelona,2.7,3–0,0.1,Sevilla,77,987,Camp Nou,José Sánchez,Match Report,
20,Mon,2023-02-06,21:00,Rayo Vallecano,1.1,2–0,1.2,Almería,11,783,Estadio del Rayo Vallecano,César Soto,Match Report,
21,Fri,2023-02-10,21:00,Cádiz,0.7,2–0,0.2,Girona,14,873,Estadio Nuevo Mirandilla,Juan Pulido,Match Report,
21,Sat,2023-02-11,16:15,Almería,2.3,2–3,2.5,Betis,14,288,Power Horse Stadium,Alberola Rojas,Match Report,
21,Sat,2023-02-11,18:30,Sevilla,2.1,2–0,0.3,Mallorca,35,150,Estadio Ramón Sánchez Pizjuán,Javier Villanueva,Match Report,
21,Sat,2023-02-11,21:00,Valencia,1.6,1–2,1.5,Athletic Club,36,688,Estadio de Mestalla,César Soto,Match Report,
21,Sun,2023-02-12,14:00,Getafe,1.4,1–1,2.2,Rayo Vallecano,12,042,Coliseum Alfonso Pérez,Isidro Díaz de Mera,Match Report,
21,Sun,2023-02-12,16:15,Celta Vigo,1.1,0–1,1.0,Atlético Madrid,15,842,Estadio de Balaídos,Jorge Figueroa,Match Report,
21,Sun,2023-02-12,18:30,Valladolid,1.6,0–0,0.7,Osasuna,21,044,Estadio Municipal José Zorrilla,Guillermo Cuadra,Match Report,
21,Sun,2023-02-12,21:00,Villarreal,1.1,0–1,1.7,Barcelona,21,178,Estadio de la Cerámica,Alejandro Hernández,Match Report,
21,Mon,2023-02-13,21:00,Espanyol,1.2,2–3,1.4,Real Sociedad,15,867,RCDE Stadium,Alejandro Muñíz,Match Report,
21,Wed,2023-02-15,21:00,Real Madrid,4.1,4–0,0.6,Elche,44,319,Estadio Santiago Bernabéu,Ricardo de Burgos,Match Report,
22,Fri,2023-02-17,21:00,Girona,3.0,6–2,1.8,Almería,8,879,Estadi Municipal de Montilivi,Valentín Pizarro,Match Report,
22,Sat,2023-02-18,14:00,Real Sociedad,1.4,1–1,1.4,Celta Vigo,29,312,Reale Arena,Miguel Ángel Ortiz Arias,Match Report,
22,Sat,2023-02-18,16:15,Betis,2.4,2–1,1.0,Valladolid,51,396,Estadio Benito Villamarín,Antonio Matéu,Match Report,
22,Sat,2023-02-18,18:30,Mallorca,2.2,4–2,1.2,Villarreal,13,957,Iberostar Estadi,José Sánchez,Match Report,
22,Sat,2023-02-18,21:00,Osasuna,0.5,0–2,1.3,Real Madrid,21,668,Estadio El Sadar,José Luis Munuera,Match Report,
22,Sun,2023-02-19,14:00,Elche,1.8,0–1,1.3,Espanyol,18,963,Estadio Manuel Martínez Valero,Carlos del Cerro,Match Report,
22,Sun,2023-02-19,16:15,Rayo Vallecano,1.3,1–1,0.5,Sevilla,13,294,Estadio del Rayo Vallecano,Jesús Gil,Match Report,
22,Sun,2023-02-19,18:30,Atlético Madrid,1.2,1–0,0.8,Athletic Club,61,617,Estadio Cívitas Metropolitano,Juan Martínez,Match Report,
22,Sun,2023-02-19,21:00,Barcelona,2.2,2–0,1.0,Cádiz,72,010,Camp Nou,Pablo González,Match Report,
22,Mon,2023-02-20,21:00,Getafe,1.8,1–0,1.0,Valencia,10,112,Coliseum Alfonso Pérez,Mario Melero,Match Report,
23,Fri,2023-02-24,21:00,Elche,1.0,2–3,4.1,Betis,20,643,Estadio Manuel Martínez Valero,Javier Villanueva,Match Report,
23,Sat,2023-02-25,14:00,Espanyol,1.4,2–1,0.7,Mallorca,21,403,RCDE Stadium,Alberola Rojas,Match Report,
23,Sat,2023-02-25,16:15,Cádiz,0.8,1–0,0.6,Rayo Vallecano,16,703,Estadio Nuevo Mirandilla,Alejandro Muñíz,Match Report,
23,Sat,2023-02-25,18:30,Real Madrid,1.6,1–1,0.3,Atlético Madrid,64,721,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
23,Sat,2023-02-25,21:00,Valencia,0.5,1–0,0.7,Real Sociedad,37,465,Estadio de Mestalla,Alejandro Hernández,Match Report,
23,Sun,2023-02-26,14:00,Athletic Club,1.6,2–3,1.1,Girona,42,816,San Mamés,Isidro Díaz de Mera,Match Report,
23,Sun,2023-02-26,16:15,Celta Vigo,1.8,3–0,0.5,Valladolid,14,755,Estadio de Balaídos,Ricardo de Burgos,Match Report,
23,Sun,2023-02-26,18:30,Almería,1.0,1–0,1.4,Barcelona,15,279,Power Horse Stadium,Miguel Ángel Ortiz Arias,Match Report,
23,Sun,2023-02-26,21:00,Sevilla,1.7,2–3,0.9,Osasuna,34,538,Estadio Ramón Sánchez Pizjuán,Juan Pulido,Match Report,
23,Mon,2023-02-27,21:00,Villarreal,1.5,2–1,0.6,Getafe,13,090,Estadio de la Cerámica,Jorge Figueroa,Match Report,
24,Fri,2023-03-03,21:00,Real Sociedad,1.2,0–0,0.6,Cádiz,28,733,Reale Arena,Antonio Matéu,Match Report,
24,Sat,2023-03-04,14:00,Getafe,1.5,3–2,0.8,Girona,9,802,Coliseum Alfonso Pérez,Juan Martínez,Match Report,
24,Sat,2023-03-04,16:15,Almería,0.4,0–2,2.1,Villarreal,13,311,Power Horse Stadium,Pablo González,Match Report,
24,Sat,2023-03-04,18:30,Mallorca,0.9,0–1,0.9,Elche,14,065,Iberostar Estadi,José Luis Munuera,Match Report,
24,Sat,2023-03-04,21:00,Atlético Madrid,3.2,6–1,1.5,Sevilla,57,737,Estadio Cívitas Metropolitano,Guillermo Cuadra,Match Report,
24,Sun,2023-03-05,14:00,Valladolid,1.4,2–1,1.2,Espanyol,19,212,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,
24,Sun,2023-03-05,16:15,Barcelona,1.8,1–0,1.0,Valencia,89,644,Camp Nou,Alberola Rojas,Match Report,
24,Sun,2023-03-05,18:30,Rayo Vallecano,1.1,0–0,1.3,Athletic Club,12,979,Estadio del Rayo Vallecano,Mario Melero,Match Report,
24,Sun,2023-03-05,21:00,Betis,0.5,0–0,1.5,Real Madrid,52,212,Estadio Benito Villamarín,César Soto,Match Report,
24,Mon,2023-03-06,21:00,Osasuna,0.8,0–0,1.1,Celta Vigo,17,684,Estadio El Sadar,José Sánchez,Match Report,
25,Fri,2023-03-10,21:00,Cádiz,1.7,2–2,2.7,Getafe,18,414,Estadio Nuevo Mirandilla,Alejandro Hernández,Match Report,
25,Sat,2023-03-11,14:00,Real Madrid,1.7,3–1,1.2,Espanyol,59,872,Estadio Santiago Bernabéu,Jorge Figueroa,Match Report,
25,Sat,2023-03-11,16:15,Elche,2.0,1–1,0.2,Valladolid,18,972,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,Match Report,
25,Sat,2023-03-11,18:30,Celta Vigo,2.4,3–0,1.1,Rayo Vallecano,14,451,Estadio de Balaídos,Juan Pulido,Match Report,
25,Sat,2023-03-11,21:00,Valencia,1.7,1–0,0.3,Osasuna,37,762,Estadio de Mestalla,Javier Villanueva,Match Report,
25,Sun,2023-03-12,14:00,Mallorca,1.4,1–1,0.5,Real Sociedad,13,840,Iberostar Estadi,Juan Martínez,Match Report,
25,Sun,2023-03-12,16:15,Sevilla,3.0,2–1,1.1,Almería,37,848,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
25,Sun,2023-03-12,18:30,Villarreal,1.7,1–1,1.0,Betis,19,174,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,Match Report,
25,Sun,2023-03-12,21:00,Athletic Club,0.9,0–1,0.9,Barcelona,49,741,San Mamés,Jesús Gil,Match Report,
25,Mon,2023-03-13,21:00,Girona,0.4,0–1,1.9,Atlético Madrid,12,499,Estadi Municipal de Montilivi,Mario Melero,Match Report,
26,Fri,2023-03-17,21:00,Valladolid,1.1,1–3,2.6,Athletic Club,21,707,Estadio Municipal José Zorrilla,Alberola Rojas,Match Report,
26,Sat,2023-03-18,14:00,Almería,2.4,1–1,1.4,Cádiz,12,183,Power Horse Stadium,Carlos del Cerro,Match Report,
26,Sat,2023-03-18,16:15,Rayo Vallecano,1.9,2–2,1.8,Girona,12,263,Estadio del Rayo Vallecano,Pablo González,Match Report,
26,Sat,2023-03-18,18:30,Espanyol,1.2,1–3,1.6,Celta Vigo,26,231,RCDE Stadium,Guillermo Cuadra,Match Report,
26,Sat,2023-03-18,21:00,Atlético Madrid,1.9,3–0,1.0,Valencia,58,317,Estadio Cívitas Metropolitano,José Luis Munuera,Match Report,
26,Sun,2023-03-19,14:00,Betis,0.8,1–0,0.2,Mallorca,50,402,Estadio Benito Villamarín,Valentín Pizarro,Match Report,
26,Sun,2023-03-19,16:15,Osasuna,0.9,0–3,1.8,Villarreal,20,128,Estadio El Sadar,Alejandro Muñíz,Match Report,
26,Sun,2023-03-19,16:15,Real Sociedad,2.0,2–0,0.1,Elche,28,496,Reale Arena,José Sánchez,Match Report,
26,Sun,2023-03-19,18:30,Getafe,1.7,2–0,1.0,Sevilla,12,253,Coliseum Alfonso Pérez,Antonio Matéu,Match Report,
26,Sun,2023-03-19,21:00,Barcelona,1.6,2–1,0.5,Real Madrid,95,745,Camp Nou,Ricardo de Burgos,Match Report,
27,Fri,2023-03-31,21:00,Mallorca,0.5,0–0,0.5,Osasuna,14,132,Iberostar Estadi,Isidro Díaz de Mera,Match Report,
27,Sat,2023-04-01,14:00,Girona,1.6,2–1,1.0,Espanyol,12,841,Estadi Municipal de Montilivi,Miguel Ángel Ortiz Arias,Match Report,
27,Sat,2023-04-01,16:15,Athletic Club,0.9,0–0,0.8,Getafe,43,782,San Mamés,Javier Villanueva,Match Report,
27,Sat,2023-04-01,18:30,Cádiz,1.1,0–2,1.1,Sevilla,19,181,Estadio Nuevo Mirandilla,César Soto,Match Report,
27,Sat,2023-04-01,21:00,Elche,0.8,0–4,1.7,Barcelona,28,142,Estadio Manuel Martínez Valero,Carlos del Cerro,Match Report,
27,Sun,2023-04-02,14:00,Celta Vigo,2.0,2–2,1.0,Almería,14,011,Estadio de Balaídos,Alejandro Hernández,Match Report,
27,Sun,2023-04-02,16:15,Real Madrid,4.5,6–0,0.8,Valladolid,59,400,Estadio Santiago Bernabéu,Juan Pulido,Match Report,
27,Sun,2023-04-02,18:30,Villarreal,2.7,2–0,1.0,Real Sociedad,18,768,Estadio de la Cerámica,Jesús Gil,Match Report,
27,Sun,2023-04-02,21:00,Atlético Madrid,1.6,1–0,0.6,Betis,61,623,Estadio Cívitas Metropolitano,Juan Martínez,Match Report,
27,Mon,2023-04-03,21:00,Valencia,2.3,1–1,0.8,Rayo Vallecano,39,769,Estadio de Mestalla,Jorge Figueroa,Match Report,
28,Fri,2023-04-07,21:00,Sevilla,0.4,2–2,0.6,Celta Vigo,30,778,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,Match Report,
28,Sat,2023-04-08,14:00,Osasuna,1.2,2–1,0.7,Elche,16,925,Estadio El Sadar,Pablo González,Match Report,
28,Sat,2023-04-08,16:15,Espanyol,0.9,1–2,2.3,Athletic Club,24,903,RCDE Stadium,José Luis Munuera,Match Report,
28,Sat,2023-04-08,18:30,Real Sociedad,2.1,2–0,0.3,Getafe,27,606,Reale Arena,Mario Melero,Match Report,
28,Sat,2023-04-08,21:00,Real Madrid,2.4,2–3,1.5,Villarreal,57,887,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
28,Sun,2023-04-09,14:00,Valladolid,1.2,3–3,1.8,Mallorca,18,010,Estadio Municipal José Zorrilla,Alejandro Muñíz,Match Report,
28,Sun,2023-04-09,16:15,Betis,1.2,0–2,2.9,Cádiz,51,555,Estadio Benito Villamarín,Guillermo Cuadra,Match Report,
28,Sun,2023-04-09,18:30,Almería,0.9,2–1,1.3,Valencia,14,309,Power Horse Stadium,José Sánchez,Match Report,
28,Sun,2023-04-09,21:00,Rayo Vallecano,0.7,1–2,1.9,Atlético Madrid,13,512,Estadio del Rayo Vallecano,Ricardo de Burgos,Match Report,
28,Mon,2023-04-10,21:00,Barcelona,1.3,0–0,0.6,Girona,78,425,Camp Nou,Antonio Matéu,Match Report,
29,Fri,2023-04-14,21:00,Rayo Vallecano,0.9,2–1,0.6,Osasuna,12,726,Estadio del Rayo Vallecano,José Luis Munuera,Match Report,
29,Sat,2023-04-15,14:00,Villarreal,2.0,1–2,2.2,Valladolid,14,876,Estadio de la Cerámica,Javier Villanueva,Match Report,
29,Sat,2023-04-15,16:15,Athletic Club,0.8,2–0,1.4,Real Sociedad,49,287,San Mamés,César Soto,Match Report,
29,Sat,2023-04-15,18:30,Betis,2.0,3–1,0.8,Espanyol,45,313,Estadio Benito Villamarín,Alejandro Hernández,Match Report,
29,Sat,2023-04-15,21:00,Cádiz,0.7,0–2,3.5,Real Madrid,19,833,Estadio Nuevo Mirandilla,Jesús Gil,Match Report,
29,Sun,2023-04-16,14:00,Girona,1.3,2–0,0.7,Elche,11,114,Estadi Municipal de Montilivi,Jorge Figueroa,Match Report,
29,Sun,2023-04-16,16:15,Getafe,0.5,0–0,1.5,Barcelona,14,854,Coliseum Alfonso Pérez,Juan Pulido,Match Report,
29,Sun,2023-04-16,18:30,Atlético Madrid,2.3,2–1,0.2,Almería,59,204,Estadio Cívitas Metropolitano,Isidro Díaz de Mera,Match Report,
29,Sun,2023-04-16,21:00,Valencia,0.4,0–2,0.4,Sevilla,39,654,Estadio de Mestalla,Carlos del Cerro,Match Report,
29,Mon,2023-04-17,21:00,Celta Vigo,0.8,0–1,1.0,Mallorca,13,557,Estadio de Balaídos,Miguel Ángel Ortiz Arias,Match Report,
30,Fri,2023-04-21,21:00,Espanyol,1.3,0–0,1.4,Cádiz,28,512,RCDE Stadium,Juan Martínez,Match Report,
30,Sat,2023-04-22,14:00,Osasuna,1.5,3–2,2.0,Betis,19,723,Estadio El Sadar,Alberola Rojas,Match Report,
30,Sat,2023-04-22,16:15,Almería,0.8,1–2,1.7,Athletic Club,13,271,Power Horse Stadium,Valentín Pizarro,Match Report,
30,Sat,2023-04-22,18:30,Valladolid,1.1,1–0,1.0,Girona,21,033,Estadio Municipal José Zorrilla,Mario Melero,Match Report,
30,Sat,2023-04-22,18:30,Real Sociedad,0.6,2–1,0.5,Rayo Vallecano,32,054,Reale Arena,Alejandro Muñíz,Match Report,
30,Sat,2023-04-22,21:00,Real Madrid,1.5,2–0,0.9,Celta Vigo,60,386,Estadio Santiago Bernabéu,Antonio Matéu,Match Report,
30,Sun,2023-04-23,14:00,Elche,0.6,0–2,1.0,Valencia,22,129,Estadio Manuel Martínez Valero,Guillermo Cuadra,Match Report,
30,Sun,2023-04-23,16:15,Barcelona,1.8,1–0,1.3,Atlético Madrid,80,965,Camp Nou,José Sánchez,Match Report,
30,Sun,2023-04-23,18:30,Mallorca,1.5,3–1,0.1,Getafe,15,687,Iberostar Estadi,Pablo González,Match Report,
30,Sun,2023-04-23,21:00,Sevilla,0.9,2–1,2.2,Villarreal,29,635,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
31,Tue,2023-04-25,19:30,Girona,2.3,4–2,1.8,Real Madrid,13,306,Estadi Municipal de Montilivi,Javier Villanueva,Match Report,
31,Tue,2023-04-25,19:30,Cádiz,1.4,0–1,1.0,Osasuna,18,008,Estadio Nuevo Mirandilla,Carlos del Cerro,Match Report,
31,Tue,2023-04-25,22:00,Betis,1.0,0–0,0.9,Real Sociedad,42,294,Estadio Benito Villamarín,Juan Martínez,Match Report,
31,Wed,2023-04-26,19:30,Getafe,1.6,1–2,1.9,Almería,10,260,Coliseum Alfonso Pérez,Alberola Rojas,Match Report,
31,Wed,2023-04-26,19:30,Atlético Madrid,2.7,3–1,0.9,Mallorca,58,523,Estadio Cívitas Metropolitano,Juan Pulido,Match Report,
31,Wed,2023-04-26,22:00,Rayo Vallecano,0.7,2–1,0.9,Barcelona,13,657,Estadio del Rayo Vallecano,Jesús Gil,Match Report,
31,Wed,2023-04-26,22:00,Celta Vigo,1.3,1–0,1.1,Elche,11,649,Estadio de Balaídos,Isidro Díaz de Mera,Match Report,
31,Thu,2023-04-27,19:30,Valencia,0.9,2–1,0.9,Valladolid,42,023,Estadio de Mestalla,José Luis Munuera,Match Report,
31,Thu,2023-04-27,19:30,Villarreal,3.7,4–2,0.9,Espanyol,16,134,Estadio de la Cerámica,César Soto,Match Report,
31,Thu,2023-04-27,22:00,Athletic Club,0.3,0–1,1.0,Sevilla,42,716,San Mamés,Alejandro Hernández,Match Report,
32,Fri,2023-04-28,21:00,Osasuna,1.4,0–2,1.4,Real Sociedad,21,570,Estadio El Sadar,Valentín Pizarro,Match Report,
32,Sat,2023-04-29,16:15,Elche,2.8,4–0,0.8,Rayo Vallecano,11,259,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
32,Sat,2023-04-29,18:30,Real Madrid,2.8,4–2,1.3,Almería,58,036,Estadio Santiago Bernabéu,Guillermo Cuadra,Match Report,
32,Sat,2023-04-29,21:00,Barcelona,3.0,4–0,0.2,Betis,88,530,Camp Nou,Carlos del Cerro,Match Report,
32,Sun,2023-04-30,14:00,Cádiz,1.8,2–1,1.3,Valencia,18,650,Estadio Nuevo Mirandilla,Ricardo de Burgos,Match Report,
32,Sun,2023-04-30,16:15,Villarreal,2.4,3–1,0.9,Celta Vigo,16,123,Estadio de la Cerámica,Pablo González,Match Report,
32,Sun,2023-04-30,18:30,Espanyol,2.4,1–0,0.5,Getafe,26,953,RCDE Stadium,José Sánchez,Match Report,
32,Sun,2023-04-30,21:00,Valladolid,1.8,2–5,2.0,Atlético Madrid,23,321,Estadio Municipal José Zorrilla,Antonio Matéu,Match Report,
32,Mon,2023-05-01,19:00,Mallorca,0.9,1–1,1.7,Athletic Club,16,807,Iberostar Estadi,Jorge Figueroa,Match Report,
32,Mon,2023-05-01,21:00,Sevilla,2.2,0–2,0.8,Girona,35,560,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Match Report,
33,Tue,2023-05-02,19:30,Almería,1.7,2–1,1.0,Elche,13,352,Power Horse Stadium,Alejandro Hernández,Match Report,
33,Tue,2023-05-02,19:30,Barcelona,2.8,1–0,0.4,Osasuna,76,061,Camp Nou,Javier Villanueva,Match Report,
33,Tue,2023-05-02,22:00,Real Sociedad,1.9,2–0,0.8,Real Madrid,35,314,Reale Arena,Juan Pulido,Match Report,
33,Wed,2023-05-03,19:30,Valencia,1.2,1–1,0.7,Villarreal,43,634,Estadio de Mestalla,Jesús Gil,Match Report,
33,Wed,2023-05-03,22:00,Getafe,2.7,1–0,0.3,Celta Vigo,11,022,Coliseum Alfonso Pérez,Guillermo Cuadra,Match Report,
33,Wed,2023-05-03,22:00,Atlético Madrid,3.0,5–1,0.0,Cádiz,42,023,Estadio Cívitas Metropolitano,César Soto,Match Report,
33,Thu,2023-05-04,19:30,Girona,1.7,2–1,1.4,Mallorca,11,767,Estadi Municipal de Montilivi,Juan Martínez,Match Report,
33,Thu,2023-05-04,19:30,Sevilla,2.6,3–2,1.0,Espanyol,35,391,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
33,Thu,2023-05-04,22:00,Rayo Vallecano,1.4,2–1,0.6,Valladolid,11,171,Estadio del Rayo Vallecano,Isidro Díaz de Mera,Match Report,
33,Thu,2023-05-04,22:00,Athletic Club,1.6,0–1,1.2,Betis,43,116,San Mamés,Miguel Ángel Ortiz Arias,Match Report,
34,Fri,2023-05-12,21:00,Mallorca,1.2,1–0,0.7,Cádiz,15,377,Iberostar Estadi,José Sánchez,Match Report,
34,Sat,2023-05-13,14:00,Real Sociedad,2.7,2–2,1.2,Girona,30,027,Reale Arena,Jorge Figueroa,Match Report,
34,Sat,2023-05-13,16:15,Osasuna,1.9,3–1,0.5,Almería,19,747,Estadio El Sadar,Antonio Matéu,Match Report,
34,Sat,2023-05-13,18:30,Villarreal,3.2,5–1,3.1,Athletic Club,16,871,Estadio de la Cerámica,Carlos del Cerro,Match Report,
34,Sat,2023-05-13,21:00,Real Madrid,0.9,1–0,0.7,Getafe,52,201,Estadio Santiago Bernabéu,Juan Martínez,Match Report,
34,Sun,2023-05-14,14:00,Celta Vigo,0.7,1–2,1.2,Valencia,14,517,Estadio de Balaídos,César Soto,Match Report,
34,Sun,2023-05-14,16:15,Elche,1.4,1–0,1.5,Atlético Madrid,22,174,Estadio Manuel Martínez Valero,Alejandro Muñíz,Match Report,
34,Sun,2023-05-14,18:30,Valladolid,2.0,0–3,2.5,Sevilla,21,580,Estadio Municipal José Zorrilla,Miguel Ángel Ortiz Arias,Match Report,
34,Sun,2023-05-14,21:00,Espanyol,2.7,2–4,3.1,Barcelona,27,360,RCDE Stadium,Ricardo de Burgos,Match Report,
34,Mon,2023-05-15,21:00,Betis,1.5,3–1,1.3,Rayo Vallecano,48,143,Estadio Benito Villamarín,Juan Pulido,Match Report,
35,Fri,2023-05-19,21:00,Cádiz,2.2,2–0,0.7,Valladolid,18,938,Estadio Nuevo Mirandilla,Juan Martínez,Match Report,
35,Sat,2023-05-20,14:00,Girona,1.2,1–2,1.9,Villarreal,11,649,Estadi Municipal de Montilivi,Valentín Pizarro,Match Report,
35,Sat,2023-05-20,16:15,Athletic Club,1.0,2–1,0.5,Celta Vigo,40,759,San Mamés,Mario Melero,Match Report,
35,Sat,2023-05-20,18:30,Getafe,1.5,1–1,1.1,Elche,13,927,Coliseum Alfonso Pérez,Javier Villanueva,Match Report,
35,Sat,2023-05-20,18:30,Almería,1.8,3–0,0.8,Mallorca,12,791,Power Horse Stadium,Carlos del Cerro,Match Report,
35,Sat,2023-05-20,21:00,Barcelona,1.5,1–2,2.0,Real Sociedad,88,049,Camp Nou,Alberola Rojas,Match Report,
35,Sun,2023-05-21,14:00,Rayo Vallecano,2.0,1–2,1.6,Espanyol,12,142,Estadio del Rayo Vallecano,Alejandro Hernández,Match Report,
35,Sun,2023-05-21,16:15,Atlético Madrid,1.9,3–0,0.8,Osasuna,57,012,Estadio Cívitas Metropolitano,Pablo González,Match Report,
35,Sun,2023-05-21,18:30,Valencia,1.0,1–0,1.4,Real Madrid,46,002,Estadio de Mestalla,Ricardo de Burgos,Match Report,
35,Sun,2023-05-21,21:00,Sevilla,1.1,0–0,0.1,Betis,41,392,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
36,Tue,2023-05-23,19:30,Celta Vigo,1.2,1–1,1.2,Girona,14,117,Estadio de Balaídos,Antonio Matéu,Match Report,
36,Tue,2023-05-23,19:30,Real Sociedad,1.9,1–0,0.1,Almería,31,574,Reale Arena,Pablo González,Match Report,
36,Tue,2023-05-23,22:00,Valladolid,2.3,3–1,1.7,Barcelona,22,341,Estadio Municipal José Zorrilla,César Soto,Match Report,
36,Wed,2023-05-24,19:30,Elche,1.5,1–1,0.7,Sevilla,13,263,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,Match Report,
36,Wed,2023-05-24,19:30,Real Madrid,1.3,2–1,0.7,Rayo Vallecano,45,811,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
36,Wed,2023-05-24,19:30,Villarreal,2.4,2–0,1.7,Cádiz,15,099,Estadio de la Cerámica,Juan Pulido,Match Report,
36,Wed,2023-05-24,22:00,Espanyol,3.0,3–3,2.3,Atlético Madrid,25,822,RCDE Stadium,Mario Melero,Match Report,
36,Wed,2023-05-24,22:00,Betis,1.2,0–1,0.5,Getafe,40,289,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,
36,Thu,2023-05-25,19:30,Mallorca,0.5,1–0,1.9,Valencia,14,631,Iberostar Estadi,Alejandro Hernández,Match Report,
36,Thu,2023-05-25,21:30,Osasuna,0.8,2–0,0.8,Athletic Club,19,830,Estadio El Sadar,Alejandro Muñíz,Match Report,
37,Sat,2023-05-27,19:00,Sevilla,1.2,1–2,0.8,Real Madrid,29,856,Estadio Ramón Sánchez Pizjuán,César Soto,Match Report,
37,Sun,2023-05-28,19:00,Valencia,2.6,2–2,1.2,Espanyol,44,141,Estadio de Mestalla,Jesús Gil,Match Report,
37,Sun,2023-05-28,19:00,Athletic Club,2.4,0–1,0.9,Elche,37,807,San Mamés,Valentín Pizarro,Match Report,
37,Sun,2023-05-28,19:00,Girona,1.0,1–2,2.5,Betis,12,833,Estadi Municipal de Montilivi,Isidro Díaz de Mera,Match Report,
37,Sun,2023-05-28,19:00,Rayo Vallecano,1.4,2–1,0.4,Villarreal,11,085,Estadio del Rayo Vallecano,Javier Villanueva,Match Report,
37,Sun,2023-05-28,19:00,Almería,1.7,0–0,0.5,Valladolid,14,608,Power Horse Stadium,Alberola Rojas,Match Report,
37,Sun,2023-05-28,19:00,Atlético Madrid,0.7,2–1,1.2,Real Sociedad,56,169,Estadio Cívitas Metropolitano,Juan Pulido,Match Report,
37,Sun,2023-05-28,19:00,Cádiz,1.7,1–0,0.6,Celta Vigo,19,725,Estadio Nuevo Mirandilla,Ricardo de Burgos,Match Report,
37,Sun,2023-05-28,19:00,Barcelona,3.6,3–0,0.1,Mallorca,88,775,Camp Nou,Jorge Figueroa,Match Report,
37,Sun,2023-05-28,19:00,Getafe,2.5,2–1,0.5,Osasuna,13,510,Coliseum Alfonso Pérez,Antonio Matéu,Match Report,
38,Sun,2023-06-04,18:30,Villarreal,1.6,2–2,1.8,Atlético Madrid,18,226,Estadio de la Cerámica,Ricardo de Burgos,Match Report,
38,Sun,2023-06-04,18:30,Real Sociedad,1.8,2–1,0.4,Sevilla,35,065,Reale Arena,Carlos del Cerro,Match Report,
38,Sun,2023-06-04,18:30,Real Madrid,1.8,1–1,2.3,Athletic Club,60,781,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
38,Sun,2023-06-04,18:30,Osasuna,1.8,2–1,0.9,Girona,22,128,Estadio El Sadar,Miguel Ángel Ortiz Arias,Match Report,
38,Sun,2023-06-04,18:30,Mallorca,2.2,3–0,1.1,Rayo Vallecano,14,521,Iberostar Estadi,Antonio Matéu,Match Report,
38,Sun,2023-06-04,21:00,Valladolid,0.9,0–0,0.5,Getafe,25,517,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,
38,Sun,2023-06-04,21:00,Betis,0.6,1–1,1.2,Valencia,54,087,Estadio Benito Villamarín,Alberola Rojas,Match Report,
38,Sun,2023-06-04,21:00,Elche,1.6,1–1,2.5,Cádiz,16,585,Estadio Manuel Martínez Valero,Jesús Gil,Match Report,
38,Sun,2023-06-04,21:00,Celta Vigo,0.7,2–1,1.2,Barcelona,23,365,Estadio de Balaídos,Juan Pulido,Match Report,
