Wk,Day,Date,Time,Home,xG_home,Score,xG_away,Away,Attendance,Venue,Referee,Match Report,Notes
22,Sat,2022-02-12,18:45,Groningen,1.8,0–1,0.8,Fortuna Sittard,7200,Hitachi Capital Mobility Stadion,Edwin van de Graaf,Match Report,
22,Sat,2022-02-12,18:45,Cambuur,1.6,3–4,2.4,Zwolle,3300,Cambuurstadion,Ingmar Oostrom,Match Report,
22,Sat,2022-02-12,20:00,Vitesse,1.2,0–5,4.5,PSV Eindhoven,9177,GelreDome,Serdar Gözübüyük,Match Report,
22,Sun,2022-02-13,12:15,Go Ahead Eag,1.2,1–4,3.4,AZ Alkmaar,3746,De Adelaarshorst,Marc Nagtegaal,Match Report,
22,Sun,2022-02-13,12:15,Sparta R'dam,1.2,1–0,0.6,Willem II,3500,Sparta-Stadion Het Kasteel,Danny Makkelie,Match Report,
22,Sun,2022-02-13,14:30,RKC Waalwijk,0.9,0–2,1.4,Feyenoord,2126,Mandemakers Stadion,Jeroen Manschot,Match Report,
22,Sun,2022-02-13,14:30,Heerenveen,1.4,0–1,0.5,NEC Nijmegen,8321,Abe Lenstra Stadion,Richard Martens,Match Report,
22,Sun,2022-02-13,16:45,Ajax,4.8,5–0,0.5,Twente,17859,Johan Cruyff ArenA,Allard Lindhout,Match Report,
23,Sat,2022-02-19,16:30,NEC Nijmegen,1.7,1–1,1.3,RKC Waalwijk,11802,Goffertstadion,Erwin Blank,Match Report,
23,Sat,2022-02-19,18:45,Willem II,0.6,0–1,2.4,Ajax,14412,Koning Willem II Stadion,Pol van Boekel,Match Report,
23,Sat,2022-02-19,21:00,AZ Alkmaar,1.7,2–1,0.3,Heracles Almelo,13616,AFAS Stadion,Ingmar Oostrom,Match Report,
23,Sun,2022-02-20,12:15,Zwolle,0.9,1–1,1.4,Groningen,13620,MAC³PARK Stadion,Jeroen Manschot,Match Report,
23,Sun,2022-02-20,14:30,Feyenoord,2.5,3–1,0.4,Cambuur,44779,Stadion Feijenoord,Jochem Kamphuis,Match Report,
23,Sun,2022-02-20,14:30,Twente,1.9,2–2,0.6,Go Ahead Eag,26100,De Grolsch Veste,Martin van den Kerkhof,Match Report,
23,Sun,2022-02-20,16:45,Utrecht,2.2,1–1,1.1,Vitesse,16886,Stadion Galgenwaard,Allard Lindhout,Match Report,
23,Sun,2022-02-20,16:45,PSV Eindhoven,1.8,3–1,1.6,Heerenveen,35000,Philips Stadion,Dennis Higler,Match Report,
24,Fri,2022-02-25,20:00,RKC Waalwijk,1.0,1–2,3.1,Twente,5364,Mandemakers Stadion,Martin Perez,Match Report,
24,Sat,2022-02-26,16:30,Heracles Almelo,2.1,2–0,1.1,Zwolle,6788,Erve Asito,Allard Lindhout,Match Report,
24,Sat,2022-02-26,18:45,Groningen,1.7,1–0,1.0,Willem II,17977,Hitachi Capital Mobility Stadion,Martin van den Kerkhof,Match Report,
24,Sat,2022-02-26,21:00,Cambuur,1.7,2–1,1.0,Fortuna Sittard,9780,Cambuurstadion,Jannick van der Laan,Match Report,
24,Sun,2022-02-27,12:15,AZ Alkmaar,2.0,2–1,1.5,Feyenoord,16241,AFAS Stadion,Dennis Higler,Match Report,
24,Sun,2022-02-27,12:15,Vitesse,2.3,4–1,1.1,NEC Nijmegen,13877,GelreDome,Danny Makkelie,Match Report,
24,Sun,2022-02-27,14:30,Sparta R'dam,0.8,1–2,2.3,PSV Eindhoven,10020,Sparta-Stadion Het Kasteel,Jeroen Manschot,Match Report,
24,Sun,2022-02-27,16:45,Go Ahead Eag,1.0,2–1,1.9,Ajax,9200,De Adelaarshorst,Jochem Kamphuis,Match Report,
24,Sun,2022-02-27,20:00,Heerenveen,1.3,1–2,1.2,Utrecht,19200,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
25,Sat,2022-03-05,16:30,Willem II,0.8,0–0,1.4,Heerenveen,13082,Koning Willem II Stadion,Jochem Kamphuis,Match Report,
25,Sat,2022-03-05,18:45,Go Ahead Eag,0.8,1–1,2.4,Utrecht,9924,De Adelaarshorst,Danny Makkelie,Match Report,
25,Sat,2022-03-05,21:00,Feyenoord,2.5,1–1,0.8,Groningen,45395,Stadion Feijenoord,Pol van Boekel,Match Report,
25,Sun,2022-03-06,12:15,PSV Eindhoven,3.0,3–1,0.4,Heracles Almelo,33247,Philips Stadion,Edwin van de Graaf,Match Report,
25,Sun,2022-03-06,14:30,Twente,3.3,1–0,0.4,Cambuur,26800,De Grolsch Veste,Sander Van der Eijk,Match Report,
25,Sun,2022-03-06,16:45,NEC Nijmegen,1.6,1–3,1.1,AZ Alkmaar,12000,Goffertstadion,Bas Nijhuis,Match Report,
25,Sun,2022-03-06,16:45,Ajax,6.1,3–2,1.0,RKC Waalwijk,53467,Johan Cruyff ArenA,Dennis Higler,Match Report,
25,Sun,2022-03-06,20:00,Fortuna Sittard,1.3,0–1,1.3,Zwolle,8279,Fortuna Sittard Stadion,Serdar Gözübüyük,Match Report,
26,Fri,2022-03-11,20:00,Cambuur,1.6,2–3,3.3,Ajax,9822,Cambuurstadion,Allard Lindhout,Match Report,
26,Sat,2022-03-12,16:30,Sparta R'dam,1.8,1–0,0.4,Go Ahead Eag,10011,Sparta-Stadion Het Kasteel,Richard Martens,Match Report,
26,Sat,2022-03-12,18:45,Groningen,2.0,4–3,1.6,NEC Nijmegen,20600,Hitachi Capital Mobility Stadion,Sander van der Eijk,Match Report,
26,Sat,2022-03-12,21:00,RKC Waalwijk,0.8,0–0,1.4,Heerenveen,4203,Mandemakers Stadion,Jeroen Manschot,Match Report,
26,Sun,2022-03-13,12:15,Fortuna Sittard,1.7,1–0,1.6,Willem II,5812,Fortuna Sittard Stadion,Dennis Higler,Match Report,
26,Sun,2022-03-13,14:30,Utrecht,0.4,0–1,2.3,PSV Eindhoven,22269,Stadion Galgenwaard,Bas Nijhuis,Match Report,
26,Sun,2022-03-13,14:30,Heracles Almelo,1.1,0–0,0.5,Vitesse,7035,Erve Asito,Jochem Kamphuis,Match Report,
26,Sun,2022-03-13,16:45,Zwolle,0.7,1–2,1.5,Feyenoord,14000,MAC³PARK Stadion,Martin van den Kerkhof,Match Report,
26,Sun,2022-03-13,20:00,AZ Alkmaar,0.8,0–1,0.5,Twente,15349,AFAS Stadion,Pol van Boekel,Match Report,
27,Fri,2022-03-18,20:00,Heerenveen,1.7,2–0,0.5,Heracles Almelo,17980,Abe Lenstra Stadion,Alex Bos,Match Report,
27,Sat,2022-03-19,18:45,Go Ahead Eag,1.9,3–0,0.0,Cambuur,9631,De Adelaarshorst,Serdar Gözübüyük,Match Report,
27,Sat,2022-03-19,20:00,Twente,1.9,1–0,0.8,Zwolle,28000,De Grolsch Veste,Edwin van de Graaf,Match Report,
27,Sat,2022-03-19,21:00,NEC Nijmegen,1.2,0–0,0.2,Sparta R'dam,12000,Goffertstadion,Jochem Kamphuis,Match Report,
27,Sun,2022-03-20,12:15,Utrecht,1.5,1–3,1.6,Groningen,21221,Stadion Galgenwaard,Dennis Higler,Match Report,
27,Sun,2022-03-20,14:30,Ajax,2.2,3–2,1.6,Feyenoord,,Johan Cruyff ArenA,Danny Makkelie,Match Report,
27,Sun,2022-03-20,16:45,Vitesse,2.3,1–2,1.1,RKC Waalwijk,13625,GelreDome,Joey Kooij,Match Report,
27,Sun,2022-03-20,16:45,PSV Eindhoven,4.0,5–0,0.2,Fortuna Sittard,33491,Philips Stadion,Allard Lindhout,Match Report,
27,Sun,2022-03-20,20:00,Willem II,1.5,2–2,1.8,AZ Alkmaar,13064,Koning Willem II Stadion,Rob Dieperink,Match Report,
28,Sat,2022-04-02,16:30,Groningen,0.6,1–3,2.3,Ajax,22525,Hitachi Capital Mobility Stadion,Bas Nijhuis,Match Report,
28,Sat,2022-04-02,18:45,Twente,3.3,3–3,1.5,PSV Eindhoven,30000,De Grolsch Veste,Serdar Gözübüyük,Match Report,
28,Sat,2022-04-02,20:00,RKC Waalwijk,0.6,1–1,1.5,Utrecht,6389,Mandemakers Stadion,Marc Nagtegaal,Match Report,
28,Sat,2022-04-02,20:00,AZ Alkmaar,1.6,3–1,1.7,Vitesse,17406,AFAS Stadion,Jeroen Manschot,Match Report,
28,Sat,2022-04-02,21:00,Feyenoord,2.8,2–0,0.6,Willem II,47500,Stadion Feijenoord,Edwin van de Graaf,Match Report,
28,Sun,2022-04-03,12:15,Zwolle,1.3,0–1,1.3,Go Ahead Eag,14000,MAC³PARK Stadion,Danny Makkelie,Match Report,
28,Sun,2022-04-03,14:30,Sparta R'dam,1.9,1–1,0.7,Heerenveen,10210,Sparta-Stadion Het Kasteel,Allard Lindhout,Match Report,
28,Sun,2022-04-03,14:30,Fortuna Sittard,0.8,0–2,1.0,Heracles Almelo,10067,Fortuna Sittard Stadion,Martin van den Kerkhof,Match Report,
28,Sun,2022-04-03,16:45,Cambuur,1.4,1–2,0.5,NEC Nijmegen,10000,Cambuurstadion,Pol van Boekel,Match Report,
29,Fri,2022-04-08,20:00,Go Ahead Eag,2.5,4–0,0.9,Willem II,9821,De Adelaarshorst,Bas Nijhuis,Match Report,
29,Sat,2022-04-09,18:45,Utrecht,2.8,1–1,1.7,Fortuna Sittard,21216,Stadion Galgenwaard,Sander van der Eijk,Match Report,
29,Sat,2022-04-09,20:00,Ajax,2.6,2–1,0.8,Sparta R'dam,54254,Johan Cruyff ArenA,Pol van Boekel,Match Report,
29,Sat,2022-04-09,21:00,NEC Nijmegen,0.6,0–2,1.7,Twente,12390,Goffertstadion,Dennis Higler,Match Report,
29,Sun,2022-04-10,12:15,Heerenveen,1.1,3–1,0.6,Groningen,22500,Abe Lenstra Stadion,Danny Makkelie,Match Report,
29,Sun,2022-04-10,14:30,Vitesse,3.1,1–0,0.2,Cambuur,14970,GelreDome,Edwin van de Graaf,Match Report,
29,Sun,2022-04-10,14:30,PSV Eindhoven,1.5,2–0,0.6,RKC Waalwijk,33000,Philips Stadion,Rob Dieperink,Match Report,
29,Sun,2022-04-10,16:45,Heracles Almelo,1.4,1–4,2.2,Feyenoord,7461,Erve Asito,Jeroen Manschot,Match Report,
29,Sun,2022-04-10,20:00,Zwolle,1.4,2–1,0.7,AZ Alkmaar,12876,MAC³PARK Stadion,Allard Lindhout,Match Report,
23,Sat,2022-04-16,18:45,Fortuna Sittard,1.1,3–0,0.5,Sparta R'dam,10032,Fortuna Sittard Stadion,Serdar Gözübüyük,Match Report,
25,Tue,2022-04-19,18:45,Vitesse,1.3,0–1,1.2,Sparta R'dam,9771,GelreDome,Bas Nijhuis,Match Report,
30,Fri,2022-04-22,20:00,Twente,1.7,2–0,0.3,Sparta R'dam,29100,De Grolsch Veste,Danny Makkelie,Match Report,
30,Sat,2022-04-23,16:30,NEC Nijmegen,1.2,0–1,2.8,Ajax,12390,Goffertstadion,Jeroen Manschot,Match Report,
30,Sat,2022-04-23,18:45,AZ Alkmaar,2.7,2–1,1.5,Heerenveen,17198,AFAS Stadion,Martin van den Kerkhof,Match Report,
30,Sat,2022-04-23,20:00,RKC Waalwijk,1.1,0–2,1.3,Zwolle,5236,Mandemakers Stadion,Jochem Kamphuis,Match Report,
30,Sat,2022-04-23,21:00,Cambuur,1.0,1–2,2.8,PSV Eindhoven,10000,Cambuurstadion,Dennis Higler,Match Report,
30,Sun,2022-04-24,12:15,Willem II,0.5,1–0,0.8,Vitesse,14500,Koning Willem II Stadion,Serdar Gözübüyük,Match Report,
30,Sun,2022-04-24,14:30,Feyenoord,1.5,2–1,0.6,Utrecht,47500,Stadion Feijenoord,Bas Nijhuis,Match Report,
30,Sun,2022-04-24,14:30,Groningen,0.5,0–1,0.9,Heracles Almelo,20471,Hitachi Capital Mobility Stadion,Edwin van de Graaf,Match Report,
30,Sun,2022-04-24,16:45,Fortuna Sittard,1.2,1–0,0.3,Go Ahead Eag,7557,Fortuna Sittard Stadion,Joey Kooij,Match Report,
31,Fri,2022-04-29,20:00,Utrecht,2.6,1–0,0.6,NEC Nijmegen,20665,Stadion Galgenwaard,Danny Makkelie,Match Report,
31,Sat,2022-04-30,18:45,Ajax,2.3,3–0,1.3,Zwolle,54102,Johan Cruyff ArenA,Rob Dieperink,Match Report,
31,Sat,2022-04-30,20:00,Heracles Almelo,1.3,1–1,0.9,Twente,7845,Erve Asito,Sander van der Eijk,Match Report,
31,Sat,2022-04-30,21:00,Sparta R'dam,1.5,1–1,2.0,AZ Alkmaar,10010,Sparta-Stadion Het Kasteel,Edwin van de Graaf,Match Report,
31,Sun,2022-05-01,12:15,Heerenveen,2.9,3–3,1.7,Cambuur,25100,Abe Lenstra Stadion,Bas Nijhuis,Match Report,
31,Sun,2022-05-01,14:30,Go Ahead Eag,1.6,1–2,1.9,Vitesse,9814,De Adelaarshorst,Jeroen Manschot,Match Report,
31,Sun,2022-05-01,14:30,PSV Eindhoven,1.6,4–2,1.4,Willem II,33100,Philips Stadion,Jochem Kamphuis,Match Report,
31,Sun,2022-05-01,16:45,Fortuna Sittard,1.0,1–3,4.2,Feyenoord,10512,Fortuna Sittard Stadion,Allard Lindhout,Match Report,
31,Sun,2022-05-01,20:00,RKC Waalwijk,1.5,3–1,2.3,Groningen,6348,Mandemakers Stadion,Serdar Gözübüyük,Match Report,
32,Fri,2022-05-06,20:00,Cambuur,1.8,1–1,1.8,RKC Waalwijk,10000,Cambuurstadion,Joey Kooij,Match Report,
32,Sat,2022-05-07,18:45,Twente,2.3,1–2,1.2,Fortuna Sittard,29500,De Grolsch Veste,Jochem Kamphuis,Match Report,
32,Sat,2022-05-07,20:00,Zwolle,1.4,1–1,1.9,Utrecht,14000,MAC³PARK Stadion,Pol van Boekel,Match Report,
32,Sat,2022-05-07,20:00,Willem II,2.4,2–0,0.2,Heracles Almelo,14408,Koning Willem II Stadion,Allard Lindhout,Match Report,
32,Sat,2022-05-07,21:00,Groningen,1.3,1–2,1.4,Sparta R'dam,20400,Hitachi Capital Mobility Stadion,Jeroen Manschot,Match Report,
32,Sun,2022-05-08,12:15,NEC Nijmegen,1.7,1–0,0.5,Go Ahead Eag,12390,Goffertstadion,Ingmar Oostrom,Match Report,
32,Sun,2022-05-08,14:30,AZ Alkmaar,1.8,2–2,1.9,Ajax,18033,AFAS Stadion,Dennis Higler,Match Report,
32,Sun,2022-05-08,14:30,Vitesse,1.4,1–2,1.7,Heerenveen,14710,GelreDome,Richard Martens,Match Report,
32,Sun,2022-05-08,16:45,Feyenoord,2.7,2–2,1.4,PSV Eindhoven,47500,Stadion Feijenoord,Serdar Gözübüyük,Match Report,
33,Wed,2022-05-11,20:00,Go Ahead Eag,0.8,0–1,0.6,Feyenoord,9802,De Adelaarshorst,Danny Makkelie,Match Report,
33,Wed,2022-05-11,20:00,Utrecht,1.8,2–2,1.3,AZ Alkmaar,20085,Stadion Galgenwaard,Jochem Kamphuis,Match Report,
33,Wed,2022-05-11,20:00,PSV Eindhoven,2.1,3–2,2.1,NEC Nijmegen,34274,Philips Stadion,Bas Nijhuis,Match Report,
33,Wed,2022-05-11,20:00,Cambuur,1.0,1–1,1.2,Willem II,10000,Cambuurstadion,Erwin Blank,Match Report,
33,Wed,2022-05-11,20:00,Fortuna Sittard,1.8,1–2,1.3,Vitesse,10883,Fortuna Sittard Stadion,Pol van Boekel,Match Report,
33,Wed,2022-05-11,20:00,RKC Waalwijk,1.9,2–0,0.9,Heracles Almelo,6126,Mandemakers Stadion,Marc Nagtegaal,Match Report,
33,Wed,2022-05-11,20:00,Ajax,4.1,5–0,0.2,Heerenveen,54335,Johan Cruyff ArenA,Allard Lindhout,Match Report,
33,Wed,2022-05-11,20:00,Sparta R'dam,0.7,2–0,1.9,Zwolle,10606,Sparta-Stadion Het Kasteel,Dennis Higler,Match Report,
33,Wed,2022-05-11,20:00,Twente,2.3,3–0,0.5,Groningen,29100,De Grolsch Veste,Martin van den Kerkhof,Match Report,
34,Sun,2022-05-15,14:30,Heerenveen,1.8,3–1,0.6,Go Ahead Eag,23200,Abe Lenstra Stadion,Serdar Gözübüyük,Match Report,
34,Sun,2022-05-15,14:30,Groningen,1.3,2–3,1.6,Cambuur,21286,Hitachi Capital Mobility Stadion,Rob Dieperink,Match Report,
34,Sun,2022-05-15,14:30,AZ Alkmaar,1.6,1–3,1.4,RKC Waalwijk,17568,AFAS Stadion,Sander van der Eijk,Match Report,
34,Sun,2022-05-15,14:30,Vitesse,2.4,2–2,2.0,Ajax,18920,GelreDome,Bas Nijhuis,Match Report,
34,Sun,2022-05-15,14:30,Feyenoord,1.1,1–2,1.8,Twente,47500,Stadion Feijenoord,Jeroen Manschot,Match Report,
34,Sun,2022-05-15,14:30,Zwolle,2.2,1–2,2.5,PSV Eindhoven,14000,MAC³PARK Stadion,Edwin van de Graaf,Match Report,
34,Sun,2022-05-15,14:30,Heracles Almelo,1.9,1–3,1.4,Sparta R'dam,7954,Erve Asito,Danny Makkelie,Match Report,
34,Sun,2022-05-15,14:30,Willem II,2.4,3–0,1.1,Utrecht,,Koning Willem II Stadion,Martin van den Kerkhof,Match Report,
34,Sun,2022-05-15,14:30,NEC Nijmegen,2.1,0–1,1.1,Fortuna Sittard,12390,Goffertstadion,Dennis Higler,Match Report
